Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  06:11:00,22.6,27.66961019696178 
 05/15  06:12:00,22.7,27.656964904902022 
 05/15  06:13:00,22.8,27.64434993510822 
 05/15  06:14:00,22.9,27.631764958185077 
 05/15  06:15:00,23.0,27.61920976658751 
 05/15  06:16:00,23.1,27.606684396199675 
 05/15  06:17:00,23.2,27.594189066048312 
 05/15  06:18:00,23.3,27.58172410720573 
 05/15  06:19:00,23.3,27.56928992231099 
 05/15  06:20:00,23.4,27.5568869686758 
 05/15  06:21:00,23.5,27.544515751964788 
 05/15  06:22:00,23.6,27.532176823109296 
 05/15  06:23:00,23.7,27.519870776010602 
 05/15  06:24:00,23.8,27.507598245697732 
 05/15  06:25:00,23.9,27.495359907050908 
 05/15  06:26:00,24.0,27.483156474106085 
 05/15  06:27:00,24.0,27.470988699827014 
 05/15  06:28:00,24.1,27.458867406453894 
 05/15  06:29:00,24.2,27.44678728446869 
 05/15  06:30:00,24.3,27.434743810253945 
 05/15  06:31:00,24.4,27.42273603774012 
 05/15  06:32:00,24.5,27.41076512057473 
 05/15  06:33:00,24.6,27.398842847079692 
 05/15  06:34:00,24.7,27.386964799857633 
 05/15  06:35:00,24.8,27.37512713161658 
 05/15  06:36:00,24.9,27.36332940966591 
 05/15  06:37:00,24.9,27.351583198928076 
 05/15  06:38:00,25.0,27.339884512584884 
 05/15  06:39:00,25.1,27.328230019478582 
 05/15  06:40:00,25.2,27.316629684261954 
 05/15  06:41:00,25.3,27.305079283466803 
 05/15  06:42:00,25.4,27.293585838973332 
 05/15  06:43:00,25.5,27.282143624821998 
 05/15  06:44:00,25.6,27.270759493220364 
 05/15  06:45:00,25.7,27.259428074182814 
 05/15  06:46:00,25.8,27.24815661787384 
 05/15  06:47:00,25.8,27.236940079977593 
 05/15  06:48:00,25.9,27.225785910434148 
 05/15  06:49:00,26.0,27.214689248089666 
 05/15  06:50:00,26.1,27.203657639400863 
 05/15  06:51:00,26.2,27.192696352221986 
 05/15  06:52:00,26.3,27.181796989149895 
 05/15  06:53:00,26.4,27.170965508358204 
