Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  05:43:00,21.3,26.097285615364466 
 05/15  05:44:00,21.3,26.08203760399122 
 05/15  05:45:00,21.4,26.06684302076644 
 05/15  05:46:00,21.4,26.051691952243914 
 05/15  05:47:00,21.4,26.036590472743484 
 05/15  05:48:00,21.4,26.021544050459575 
 05/15  05:49:00,21.5,26.006554859203018 
 05/15  05:50:00,21.5,25.991623229594744 
 05/15  05:51:00,21.5,25.976749074758533 
 05/15  05:52:00,21.5,25.961932498843254 
 05/15  05:53:00,21.6,25.947173887814834 
 05/15  05:54:00,21.6,25.932473829888878 
 05/15  05:55:00,21.6,25.917833031084992 
 05/15  05:56:00,21.6,25.903252264348694 
 05/15  05:57:00,21.6,25.8887323440423 
 05/15  05:58:00,21.7,25.874274112388743 
 05/15  05:59:00,21.7,25.85987843035783 
 05/15  06:00:00,21.7,25.84554617036726 
 05/15  06:01:00,21.8,25.831278210129145 
 05/15  06:02:00,21.9,25.817085406873666 
 05/15  06:03:00,22.0,25.80296236303494 
 05/15  06:04:00,22.1,25.78890453954876 
 05/15  06:05:00,22.1,25.774910995232016 
 05/15  06:06:00,22.2,25.760992793867675 
 05/15  06:07:00,22.3,25.74714533422694 
 05/15  06:08:00,22.4,25.73336475764647 
 05/15  06:09:00,22.5,25.71966049010817 
 05/15  06:10:00,22.6,25.70602769774998 
 05/15  06:11:00,22.6,25.692472816093176 
 05/15  06:12:00,22.7,25.678989558095644 
 05/15  06:13:00,22.8,25.665584259150286 
 05/15  06:14:00,22.9,25.652251112984754 
 05/15  06:15:00,23.0,25.638996973686577 
 05/15  06:16:00,23.1,25.625826487858053 
 05/15  06:17:00,23.2,25.612730796146785 
 05/15  06:18:00,23.3,25.59971565858334 
 05/15  06:19:00,23.3,25.586786098816287 
 05/15  06:20:00,23.4,25.573944162437645 
 05/15  06:21:00,23.5,25.5611904090863 
 05/15  06:22:00,23.6,25.548515284337636 
 05/15  06:23:00,23.7,25.535925746949857 
 05/15  06:24:00,23.8,25.523428503748473 
 05/15  06:25:00,23.9,25.511027139735937 
